Cement (component 1)(kg in a m^3 mixture),Cementitious_Ratio (by mass),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Blast_Furnace_Slag_Ratio (by mass),Fly Ash (component 3)(kg in a m^3 mixture),fly_ash_ratio (of total weight),"Fly_Ash_Ratio (of total cementitious materials, by mass)",Water  (component 4)(kg in a m^3 mixture),Water_ratio (total by weight),Water-to-Cementitious_Ratio,Superplasticizer (component 5)(kg in a m^3 mixture),Superplasticizer_Ratio (by mass),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Coarse_Aggregate_Ratio (by mass),Fine Aggregate (component 7)(kg in a m^3 mixture),Sand_Ratio (by mass),Age (day),Total Mass of 1 m^3,"Concrete compressive strength(MPa, megapascals) "
295.8 ,0.1263 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0793 ,0.6278 ,0.0 ,0.0000 ,1091.4 ,0.4660 ,769.3 ,0.3285 ,7 ,2342.2,14.84 
255.5 ,0.1082 ,170.3 ,0.0721 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0786 ,0.7268 ,0.0 ,0.0000 ,1026.6 ,0.4346 ,724.3 ,0.3066 ,28 ,2362.4,32.05 
203.5 ,0.0862 ,135.7 ,0.0575 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0787 ,0.9125 ,0.0 ,0.0000 ,1076.2 ,0.4559 ,759.3 ,0.3217 ,7 ,2360.4,11.96 
397.0 ,0.1684 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,0.4678 ,0.0 ,0.0000 ,1040.6 ,0.4414 ,734.3 ,0.3115 ,7 ,2357.6,25.45 
381.4 ,0.1553 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0756 ,0.4869 ,0.0 ,0.0000 ,1104.6 ,0.4498 ,784.3 ,0.3193 ,28 ,2456.0,22.49 
295.8 ,0.1263 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0793 ,0.6278 ,0.0 ,0.0000 ,1091.4 ,0.4660 ,769.3 ,0.3285 ,28 ,2342.2,25.22 
228.0 ,0.0956 ,342.1 ,0.1434 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0778 ,0.8145 ,0.0 ,0.0000 ,955.8 ,0.4006 ,674.3 ,0.2826 ,28 ,2385.9,39.70 
220.8 ,0.0938 ,147.2 ,0.0626 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0789 ,0.8410 ,0.0 ,0.0000 ,1055.0 ,0.4484 ,744.3 ,0.3163 ,7 ,2353.0,13.09 
316.1 ,0.1329 ,210.7 ,0.0886 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0781 ,0.5875 ,0.0 ,0.0000 ,977.0 ,0.4107 ,689.3 ,0.2898 ,28 ,2378.8,38.70 
135.7 ,0.0575 ,203.5 ,0.0862 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0787 ,1.3685 ,0.0 ,0.0000 ,1076.2 ,0.4559 ,759.3 ,0.3217 ,7 ,2360.4,7.51 
238.1 ,0.1021 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0796 ,0.7799 ,0.0 ,0.0000 ,1118.8 ,0.4798 ,789.3 ,0.3385 ,28 ,2331.9,17.58 
339.2 ,0.1444 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0791 ,0.5475 ,0.0 ,0.0000 ,1069.2 ,0.4553 ,754.3 ,0.3212 ,7 ,2348.4,21.18 
135.7 ,0.0575 ,203.5 ,0.0862 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0787 ,1.3685 ,0.0 ,0.0000 ,1076.2 ,0.4559 ,759.3 ,0.3217 ,28 ,2360.4,18.20 
193.5 ,0.0816 ,290.2 ,0.1223 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0783 ,0.9597 ,0.0 ,0.0000 ,998.2 ,0.4208 ,704.3 ,0.2969 ,7 ,2371.9,17.20 
203.5 ,0.0862 ,135.7 ,0.0575 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0787 ,0.9125 ,0.0 ,0.0000 ,1076.2 ,0.4559 ,759.3 ,0.3217 ,28 ,2360.4,22.63 
290.2 ,0.1223 ,193.5 ,0.0816 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0783 ,0.6399 ,0.0 ,0.0000 ,998.2 ,0.4208 ,704.3 ,0.2969 ,7 ,2371.9,21.86 
181.9 ,0.0768 ,272.8 ,0.1152 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0785 ,1.0209 ,0.0 ,0.0000 ,1012.4 ,0.4277 ,714.3 ,0.3018 ,7 ,2367.1,12.37 
170.3 ,0.0753 ,155.5 ,0.0687 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0821 ,1.0904 ,0.0 ,0.0000 ,1026.6 ,0.4538 ,724.3 ,0.3201 ,28 ,2262.4,25.73 
210.7 ,0.0886 ,316.1 ,0.1329 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0781 ,0.8813 ,0.0 ,0.0000 ,977.0 ,0.4107 ,689.3 ,0.2898 ,28 ,2378.8,37.81 
228.0 ,0.0956 ,342.1 ,0.1434 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0778 ,0.8145 ,0.0 ,0.0000 ,955.8 ,0.4006 ,674.3 ,0.2826 ,7 ,2385.9,21.92 
290.2 ,0.1223 ,193.5 ,0.0816 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0783 ,0.6399 ,0.0 ,0.0000 ,998.2 ,0.4208 ,704.3 ,0.2969 ,28 ,2371.9,33.04 
381.4 ,0.1553 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0756 ,0.4869 ,0.0 ,0.0000 ,1104.6 ,0.4498 ,784.3 ,0.3193 ,7 ,2456.0,14.54 
238.2 ,0.1010 ,158.8 ,0.0674 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,0.7796 ,0.0 ,0.0000 ,1040.6 ,0.4414 ,734.3 ,0.3115 ,28 ,2357.6,26.91 
186.2 ,0.0794 ,124.1 ,0.0530 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0792 ,0.9973 ,0.0 ,0.0000 ,1083.4 ,0.4623 ,764.3 ,0.3261 ,7 ,2343.7,8.00 
339.2 ,0.1444 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0791 ,0.5475 ,0.0 ,0.0000 ,1069.2 ,0.4553 ,754.3 ,0.3212 ,28 ,2348.4,31.90 
238.1 ,0.1021 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0796 ,0.7799 ,0.0 ,0.0000 ,1118.8 ,0.4798 ,789.3 ,0.3385 ,7 ,2331.9,10.34 
252.5 ,0.1082 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0796 ,0.7354 ,0.0 ,0.0000 ,1111.6 ,0.4762 ,784.3 ,0.3360 ,28 ,2334.1,19.77 
382.5 ,0.1624 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,0.4855 ,0.0 ,0.0000 ,1047.8 ,0.4449 ,739.3 ,0.3139 ,28 ,2355.3,37.44 
252.5 ,0.1082 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0796 ,0.7354 ,0.0 ,0.0000 ,1111.6 ,0.4762 ,784.3 ,0.3360 ,7 ,2334.1,11.48 
316.1 ,0.1329 ,210.7 ,0.0886 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0781 ,0.5875 ,0.0 ,0.0000 ,977.0 ,0.4107 ,689.3 ,0.2898 ,7 ,2378.8,24.44 
186.2 ,0.0794 ,124.1 ,0.0530 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0792 ,0.9973 ,0.0 ,0.0000 ,1083.4 ,0.4623 ,764.3 ,0.3261 ,28 ,2343.7,17.60 
170.3 ,0.0753 ,155.5 ,0.0687 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0821 ,1.0904 ,0.0 ,0.0000 ,1026.6 ,0.4538 ,724.3 ,0.3201 ,7 ,2262.4,10.73 
272.8 ,0.1152 ,181.9 ,0.0768 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0785 ,0.6807 ,0.0 ,0.0000 ,1012.4 ,0.4277 ,714.3 ,0.3018 ,28 ,2367.1,31.38 
339.0 ,0.1484 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,197.0 ,0.0862 ,0.5811 ,0.0 ,0.0000 ,968.0 ,0.4236 ,781.0 ,0.3418 ,3 ,2285.0,13.22 
339.0 ,0.1484 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,197.0 ,0.0862 ,0.5811 ,0.0 ,0.0000 ,968.0 ,0.4236 ,781.0 ,0.3418 ,7 ,2285.0,20.97 
339.0 ,0.1484 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,197.0 ,0.0862 ,0.5811 ,0.0 ,0.0000 ,968.0 ,0.4236 ,781.0 ,0.3418 ,14 ,2285.0,27.04 
339.0 ,0.1484 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,197.0 ,0.0862 ,0.5811 ,0.0 ,0.0000 ,968.0 ,0.4236 ,781.0 ,0.3418 ,28 ,2285.0,32.04 
339.0 ,0.1484 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,197.0 ,0.0862 ,0.5811 ,0.0 ,0.0000 ,968.0 ,0.4236 ,781.0 ,0.3418 ,90 ,2285.0,35.17 
339.0 ,0.1484 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,197.0 ,0.0862 ,0.5811 ,0.0 ,0.0000 ,968.0 ,0.4236 ,781.0 ,0.3418 ,180 ,2285.0,36.45 
339.0 ,0.1484 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,197.0 ,0.0862 ,0.5811 ,0.0 ,0.0000 ,968.0 ,0.4236 ,781.0 ,0.3418 ,365 ,2285.0,38.89 
236.0 ,0.1034 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,194.0 ,0.0850 ,0.8220 ,0.0 ,0.0000 ,968.0 ,0.4240 ,885.0 ,0.3876 ,3 ,2283.0,6.47 
236.0 ,0.1034 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,194.0 ,0.0850 ,0.8220 ,0.0 ,0.0000 ,968.0 ,0.4240 ,885.0 ,0.3876 ,14 ,2283.0,12.84 
236.0 ,0.1034 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,194.0 ,0.0850 ,0.8220 ,0.0 ,0.0000 ,968.0 ,0.4240 ,885.0 ,0.3876 ,28 ,2283.0,18.42 
236.0 ,0.1034 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,194.0 ,0.0850 ,0.8220 ,0.0 ,0.0000 ,968.0 ,0.4240 ,885.0 ,0.3876 ,90 ,2283.0,21.95 
236.0 ,0.1034 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.8178 ,0.0 ,0.0000 ,968.0 ,0.4242 ,885.0 ,0.3878 ,180 ,2282.0,24.10 
236.0 ,0.1034 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.8178 ,0.0 ,0.0000 ,968.0 ,0.4242 ,885.0 ,0.3878 ,365 ,2282.0,25.08 
277.0 ,0.1209 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,191.0 ,0.0833 ,0.6895 ,0.0 ,0.0000 ,968.0 ,0.4223 ,856.0 ,0.3735 ,14 ,2292.0,21.26 
277.0 ,0.1209 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,191.0 ,0.0833 ,0.6895 ,0.0 ,0.0000 ,968.0 ,0.4223 ,856.0 ,0.3735 ,28 ,2292.0,25.97 
277.0 ,0.1209 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,191.0 ,0.0833 ,0.6895 ,0.0 ,0.0000 ,968.0 ,0.4223 ,856.0 ,0.3735 ,3 ,2292.0,11.36 
277.0 ,0.1209 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,191.0 ,0.0833 ,0.6895 ,0.0 ,0.0000 ,968.0 ,0.4223 ,856.0 ,0.3735 ,90 ,2292.0,31.25 
277.0 ,0.1209 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,191.0 ,0.0833 ,0.6895 ,0.0 ,0.0000 ,968.0 ,0.4223 ,856.0 ,0.3735 ,180 ,2292.0,32.33 
277.0 ,0.1209 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,191.0 ,0.0833 ,0.6895 ,0.0 ,0.0000 ,968.0 ,0.4223 ,856.0 ,0.3735 ,360 ,2292.0,33.70 
254.0 ,0.1113 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,198.0 ,0.0867 ,0.7795 ,0.0 ,0.0000 ,968.0 ,0.4240 ,863.0 ,0.3780 ,3 ,2283.0,9.31 
254.0 ,0.1113 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,198.0 ,0.0867 ,0.7795 ,0.0 ,0.0000 ,968.0 ,0.4240 ,863.0 ,0.3780 ,90 ,2283.0,26.94 
254.0 ,0.1113 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,198.0 ,0.0867 ,0.7795 ,0.0 ,0.0000 ,968.0 ,0.4240 ,863.0 ,0.3780 ,180 ,2283.0,27.63 
254.0 ,0.1113 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,198.0 ,0.0867 ,0.7795 ,0.0 ,0.0000 ,968.0 ,0.4240 ,863.0 ,0.3780 ,365 ,2283.0,29.79 
307.0 ,0.1346 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.6287 ,0.0 ,0.0000 ,968.0 ,0.4246 ,812.0 ,0.3561 ,180 ,2280.0,34.49 
307.0 ,0.1346 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.6287 ,0.0 ,0.0000 ,968.0 ,0.4246 ,812.0 ,0.3561 ,365 ,2280.0,36.15 
307.0 ,0.1346 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.6287 ,0.0 ,0.0000 ,968.0 ,0.4246 ,812.0 ,0.3561 ,3 ,2280.0,12.54 
307.0 ,0.1346 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.6287 ,0.0 ,0.0000 ,968.0 ,0.4246 ,812.0 ,0.3561 ,28 ,2280.0,27.53 
307.0 ,0.1346 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.6287 ,0.0 ,0.0000 ,968.0 ,0.4246 ,812.0 ,0.3561 ,90 ,2280.0,32.92 
236.0 ,0.1034 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0846 ,0.8178 ,0.0 ,0.0000 ,968.0 ,0.4242 ,885.0 ,0.3878 ,7 ,2282.0,9.99 
200.0 ,0.0851 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,180.0 ,0.0766 ,0.9000 ,0.0 ,0.0000 ,1125.0 ,0.4787 ,845.0 ,0.3596 ,7 ,2350.0,7.84 
200.0 ,0.0851 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,180.0 ,0.0766 ,0.9000 ,0.0 ,0.0000 ,1125.0 ,0.4787 ,845.0 ,0.3596 ,28 ,2350.0,12.25 
225.0 ,0.0957 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,181.0 ,0.0770 ,0.8044 ,0.0 ,0.0000 ,1113.0 ,0.4732 ,833.0 ,0.3542 ,7 ,2352.0,11.17 
225.0 ,0.0957 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,181.0 ,0.0770 ,0.8044 ,0.0 ,0.0000 ,1113.0 ,0.4732 ,833.0 ,0.3542 ,28 ,2352.0,17.34 
325.0 ,0.1380 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,184.0 ,0.0781 ,0.5662 ,0.0 ,0.0000 ,1063.0 ,0.4514 ,783.0 ,0.3325 ,7 ,2355.0,17.54 
325.0 ,0.1380 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,184.0 ,0.0781 ,0.5662 ,0.0 ,0.0000 ,1063.0 ,0.4514 ,783.0 ,0.3325 ,28 ,2355.0,30.57 
275.0 ,0.1168 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,183.0 ,0.0777 ,0.6655 ,0.0 ,0.0000 ,1088.0 ,0.4622 ,808.0 ,0.3432 ,7 ,2354.0,14.20 
275.0 ,0.1168 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,183.0 ,0.0777 ,0.6655 ,0.0 ,0.0000 ,1088.0 ,0.4622 ,808.0 ,0.3432 ,28 ,2354.0,24.50 
300.0 ,0.1274 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,184.0 ,0.0782 ,0.6133 ,0.0 ,0.0000 ,1075.0 ,0.4567 ,795.0 ,0.3377 ,7 ,2354.0,15.58 
300.0 ,0.1274 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,184.0 ,0.0782 ,0.6133 ,0.0 ,0.0000 ,1075.0 ,0.4567 ,795.0 ,0.3377 ,28 ,2354.0,26.85 
375.0 ,0.1591 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0789 ,0.4960 ,0.0 ,0.0000 ,1038.0 ,0.4404 ,758.0 ,0.3216 ,7 ,2357.0,26.06 
375.0 ,0.1591 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0789 ,0.4960 ,0.0 ,0.0000 ,1038.0 ,0.4404 ,758.0 ,0.3216 ,28 ,2357.0,38.21 
400.0 ,0.1697 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,187.0 ,0.0793 ,0.4675 ,0.0 ,0.0000 ,1025.0 ,0.4349 ,745.0 ,0.3161 ,28 ,2357.0,43.70 
400.0 ,0.1697 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,187.0 ,0.0793 ,0.4675 ,0.0 ,0.0000 ,1025.0 ,0.4349 ,745.0 ,0.3161 ,7 ,2357.0,30.14 
250.0 ,0.1063 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,182.0 ,0.0774 ,0.7280 ,0.0 ,0.0000 ,1100.0 ,0.4677 ,820.0 ,0.3486 ,7 ,2352.0,12.73 
250.0 ,0.1063 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,182.0 ,0.0774 ,0.7280 ,0.0 ,0.0000 ,1100.0 ,0.4677 ,820.0 ,0.3486 ,28 ,2352.0,20.87 
350.0 ,0.1486 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0789 ,0.5314 ,0.0 ,0.0000 ,1050.0 ,0.4457 ,770.0 ,0.3268 ,7 ,2356.0,20.28 
350.0 ,0.1486 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0789 ,0.5314 ,0.0 ,0.0000 ,1050.0 ,0.4457 ,770.0 ,0.3268 ,28 ,2356.0,34.29 
203.5 ,0.0883 ,305.3 ,0.1324 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0883 ,1.0000 ,0.0 ,0.0000 ,963.4 ,0.4178 ,630.0 ,0.2732 ,7 ,2305.7,19.54 
250.2 ,0.1092 ,166.8 ,0.0728 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0888 ,0.8133 ,0.0 ,0.0000 ,977.6 ,0.4265 ,694.1 ,0.3028 ,90 ,2292.2,47.71 
157.0 ,0.0682 ,236.0 ,0.1025 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0834 ,1.2229 ,0.0 ,0.0000 ,935.4 ,0.4064 ,781.2 ,0.3394 ,90 ,2301.6,43.38 
141.3 ,0.0621 ,212.0 ,0.0931 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0894 ,1.4402 ,0.0 ,0.0000 ,971.8 ,0.4268 ,748.5 ,0.3287 ,28 ,2277.1,29.89 
166.8 ,0.0729 ,250.2 ,0.1093 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0889 ,1.2200 ,0.0 ,0.0000 ,975.6 ,0.4263 ,692.6 ,0.3026 ,3 ,2288.7,6.90 
122.6 ,0.0540 ,183.9 ,0.0811 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.6599 ,0.0 ,0.0000 ,958.2 ,0.4224 ,800.1 ,0.3527 ,90 ,2268.3,33.19 
183.9 ,0.0810 ,122.6 ,0.0540 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.1066 ,0.0 ,0.0000 ,959.2 ,0.4227 ,800.0 ,0.3525 ,3 ,2269.2,4.90 
102.0 ,0.0448 ,153.0 ,0.0672 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0844 ,1.8824 ,0.0 ,0.0000 ,887.0 ,0.3897 ,942.0 ,0.4139 ,3 ,2276.0,4.57 
102.0 ,0.0448 ,153.0 ,0.0672 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0844 ,1.8824 ,0.0 ,0.0000 ,887.0 ,0.3897 ,942.0 ,0.4139 ,90 ,2276.0,25.46 
122.6 ,0.0540 ,183.9 ,0.0811 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.6599 ,0.0 ,0.0000 ,958.2 ,0.4224 ,800.1 ,0.3527 ,28 ,2268.3,24.29 
166.8 ,0.0729 ,250.2 ,0.1093 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0889 ,1.2200 ,0.0 ,0.0000 ,975.6 ,0.4263 ,692.6 ,0.3026 ,28 ,2288.7,33.95 
200.0 ,0.0871 ,133.0 ,0.0579 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0836 ,0.9600 ,0.0 ,0.0000 ,965.4 ,0.4204 ,806.2 ,0.3510 ,3 ,2296.6,11.41 
108.3 ,0.0479 ,162.4 ,0.0718 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0900 ,1.8790 ,0.0 ,0.0000 ,938.2 ,0.4149 ,849.0 ,0.3754 ,28 ,2261.4,20.59 
305.3 ,0.1322 ,203.5 ,0.0881 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0881 ,0.6666 ,0.0 ,0.0000 ,965.4 ,0.4182 ,631.0 ,0.2733 ,7 ,2308.7,25.89 
108.3 ,0.0479 ,162.4 ,0.0718 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0900 ,1.8790 ,0.0 ,0.0000 ,938.2 ,0.4149 ,849.0 ,0.3754 ,90 ,2261.4,29.23 
116.0 ,0.0508 ,173.0 ,0.0758 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,1.6552 ,0.0 ,0.0000 ,909.8 ,0.3986 ,891.9 ,0.3907 ,90 ,2282.7,31.02 
141.3 ,0.0621 ,212.0 ,0.0931 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0894 ,1.4402 ,0.0 ,0.0000 ,971.8 ,0.4268 ,748.5 ,0.3287 ,7 ,2277.1,10.39 
157.0 ,0.0682 ,236.0 ,0.1025 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0834 ,1.2229 ,0.0 ,0.0000 ,935.4 ,0.4064 ,781.2 ,0.3394 ,28 ,2301.6,33.66 
133.0 ,0.0580 ,200.0 ,0.0873 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0838 ,1.4436 ,0.0 ,0.0000 ,927.4 ,0.4047 ,839.2 ,0.3662 ,28 ,2291.6,27.87 
250.2 ,0.1092 ,166.8 ,0.0728 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0888 ,0.8133 ,0.0 ,0.0000 ,977.6 ,0.4265 ,694.1 ,0.3028 ,7 ,2292.2,19.35 
173.0 ,0.0757 ,116.0 ,0.0508 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0840 ,1.1098 ,0.0 ,0.0000 ,946.8 ,0.4144 ,856.8 ,0.3750 ,7 ,2284.6,11.39 
192.0 ,0.0828 ,288.0 ,0.1243 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0828 ,1.0000 ,0.0 ,0.0000 ,929.8 ,0.4011 ,716.1 ,0.3089 ,3 ,2317.9,12.79 
192.0 ,0.0828 ,288.0 ,0.1243 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0828 ,1.0000 ,0.0 ,0.0000 ,929.8 ,0.4011 ,716.1 ,0.3089 ,28 ,2317.9,39.32 
153.0 ,0.0672 ,102.0 ,0.0448 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0843 ,1.2549 ,0.0 ,0.0000 ,888.0 ,0.3898 ,943.1 ,0.4140 ,3 ,2278.1,4.78 
288.0 ,0.1240 ,192.0 ,0.0827 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6667 ,0.0 ,0.0000 ,932.0 ,0.4014 ,717.8 ,0.3092 ,3 ,2321.8,16.11 
305.3 ,0.1322 ,203.5 ,0.0881 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0881 ,0.6666 ,0.0 ,0.0000 ,965.4 ,0.4182 ,631.0 ,0.2733 ,28 ,2308.7,43.38 
236.0 ,0.1023 ,157.0 ,0.0681 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0832 ,0.8136 ,0.0 ,0.0000 ,972.6 ,0.4216 ,749.1 ,0.3247 ,7 ,2306.7,20.42 
173.0 ,0.0757 ,116.0 ,0.0508 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0840 ,1.1098 ,0.0 ,0.0000 ,946.8 ,0.4144 ,856.8 ,0.3750 ,3 ,2284.6,6.94 
212.0 ,0.0930 ,141.3 ,0.0620 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0892 ,0.9599 ,0.0 ,0.0000 ,973.4 ,0.4269 ,750.0 ,0.3289 ,7 ,2280.2,15.03 
236.0 ,0.1023 ,157.0 ,0.0681 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0832 ,0.8136 ,0.0 ,0.0000 ,972.6 ,0.4216 ,749.1 ,0.3247 ,3 ,2306.7,13.57 
183.9 ,0.0810 ,122.6 ,0.0540 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.1066 ,0.0 ,0.0000 ,959.2 ,0.4227 ,800.0 ,0.3525 ,90 ,2269.2,32.53 
166.8 ,0.0729 ,250.2 ,0.1093 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0889 ,1.2200 ,0.0 ,0.0000 ,975.6 ,0.4263 ,692.6 ,0.3026 ,7 ,2288.7,15.75 
102.0 ,0.0448 ,153.0 ,0.0672 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0844 ,1.8824 ,0.0 ,0.0000 ,887.0 ,0.3897 ,942.0 ,0.4139 ,7 ,2276.0,7.68 
288.0 ,0.1240 ,192.0 ,0.0827 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6667 ,0.0 ,0.0000 ,932.0 ,0.4014 ,717.8 ,0.3092 ,28 ,2321.8,38.80 
